ID,City,Parent Product Line,Product Line,Source of Contact,Sales Stage,Sales Team
1712,NOOJADI,Nexon,Nexon (P) XZA+ New,Call to Dealer,06 Sale Closed,AB7_3009550
1713,,Safari 2.0,Safari XZ+ Gold,Referral,07 Closed Lost,AB7_3009550
1714,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Chat,07 Closed Lost,AB7_3009550
1715,SIRSI,Nexon,Nexon (P) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,AB7_3009550
1716,UDUPI,Tiago,Tiago (P) XZA+ New,External Leads-Web,06 Sale Closed,AB7_3009550
1717,UDUPI,Altroz,Altroz XZ 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
1718,GOLIHOLE,Punch,Punch Accomplish Dazzle,Cold Calling,06 Sale Closed,AB7_3009550
1719,UDUPI,Punch,Punch Adventure Rhythm AMT,Cold Calling,06 Sale Closed,AB7_3009550
1720,UDUPI,Altroz,Altroz XZ+ 1.2 P,Cold Calling,07 Closed Lost,AB7_3009550
1721,UDUPI,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,06 Sale Closed,AB7_3009550
1722,ALEVOOR,Tiago,Tiago (P) XZ+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1723,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1724,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1725,UDUPI,Altroz,Altroz XM 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
1726,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,AB7_3009550
1727,UDUPI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1728,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1729,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1730,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1731,UDUPI,Nexon,Nexon (P) XZ+ New,Call to Dealer,07 Closed Lost,AB7_3009550
1732,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,AB7_3009550
1733,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1734,MANGALORE,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1735,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1736,NADA,Nexon,Nexon (P) XZ+ DT New,External Leads-Web,06 Sale Closed,AB7_3009550
1737,UDUPI,Altroz,Altroz XZ+ TC 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
1738,HOSADU,Altroz,Altroz XZ+ 1.2 P,Showroom Walk-in,06 Sale Closed,AB7_3009550
1739,UDUPI,Punch,Punch Pure,Referral,02a Pink Form,AB7_3009550
1740,UDUPI,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1741,UDUPI,Punch,Punch Accomplish AMT,External Leads-Web,07 Closed Lost,AB7_3009550
1742,UDUPI,Harrier,Harrier XZ Dark Edition New,External Leads-Web,07 Closed Lost,AB7_3009550
1743,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1744,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,AB7_3009550
1745,SIDDAPUR,Tigor EV Ziptron,Tigor EV XZ+ DT,Cold Calling,06 Sale Closed,AB7_3009550
1746,UDUPI,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1747,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1748,BENGALURU EAST,Nexon,Nexon (D) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1749,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1750,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1751,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1752,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1753,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1754,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1755,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1756,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1757,UDUPI,Punch,Punch Creative,External Leads-Chat,07 Closed Lost,AB7_3009550
1758,KONAJE,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1759,UDUPI,Tigor EV Ziptron,Tigor EV XZ+ DT,External Leads-Web,07 Closed Lost,AB7_3009550
1760,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1761,UDUPI,Punch,Punch Adventure Rhythm AMT,Call to Dealer,06 Sale Closed,AB7_3009550
1762,UDUPI,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1763,UDUPI,Tigor,Tigor (P) XZA+ New,External Leads-BAP,06 Sale Closed,AB7_3009550
1764,GREAT NICOBAR,Punch,Punch Pure,External Leads-Web,07 Closed Lost,AB7_3009550
1765,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1766,UDUPI,Tiago,Tiago (P) XZA+ New,Cold Calling,06 Sale Closed,AB7_3009550
1767,HUBLI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,AB7_3009550
1768,HUBLI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,AB7_3009550
1769,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1770,UDUPI,Nexon,Nexon (D) XM (S),External Leads-Dealer Website,06 Sale Closed,AB7_3009550
1771,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1772,UDUPI,Altroz,Altroz XE 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
1773,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1774,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1775,UDUPI,Punch,Punch Pure,External Leads-Chat,07 Closed Lost,AB7_3009550
1776,KONAJE,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1777,UDUPI,Harrier,Harrier XT+ Dark Edition,External Leads-Web,07 Closed Lost,AB7_3009550
1778,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,AB7_3009550
1779,KOTESHWAR,Nexon EV,Nexon EV XZ+,Cold Calling,06 Sale Closed,AB7_3009550
1780,MUNDKURU,Nexon EV,Nexon EV XZ+ Lux,Cold Calling,06 Sale Closed,AB7_3009550
1781,UDUPI,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,AB7_3009550
1782,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,AB7_3009550
1783,UDUPI,Nexon,Nexon (P) XZ+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1784,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1785,BHATKAL,Safari 2.0,Safari XT+,Digital Lead-Dealer,06 Sale Closed,AB7_3009550
1786,AMBALPADY,Altroz,Altroz XZ 1.2 P,Referral,06 Sale Closed,AB7_3009550
1787,KUNDAPURA,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1788,UDUPI,Tiago,Tiago (P) XZ+ New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
1789,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1790,UDUPI,Tiago,Tiago (P) XZA+ DT New,Showroom Walk-in,07 Closed Lost,AB7_3009550
1791,TALLURU,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1792,UDUPI,Harrier,Harrier XT+,External Leads-Web,07 Closed Lost,AB7_3009550
1793,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1794,KOTE,Tiago,Tiago (P) XT New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1795,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1796,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1797,KONAJE,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1798,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1799,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1800,UDUPI,Harrier,Harrier XZ+ New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
1801,UDUPI,Tiago,Tiago (P) XZ+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1802,UDUPI,Nexon,Nexon (P) XE New,External Leads-Chat,07 Closed Lost,AB7_3009550
1803,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1804,UDUPI,Nexon,Nexon (P) XE New,Referral,07 Closed Lost,AB7_3009550
1805,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1806,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1807,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1808,UDUPI,Nexon,Nexon (P) XZA+ (O) New,External Leads-Web,07 Closed Lost,AB7_3009550
1809,,Hexa,Hexa XT 4x4,External Leads - Data Farming,07 Closed Lost,AB7_3009550
1810,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1811,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1812,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1813,UDUPI,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1814,NANCOWRY,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1815,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1816,UDUPI,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1817,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Web,06 Sale Closed,AB7_3009550
1818,KONAJE,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1819,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1820,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1821,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1822,UDUPI,Altroz,Altroz XZ 1.2 P,Cold Calling,06 Sale Closed,AB7_3009550
1823,UDUPI,Tigor EV Ziptron,Tigor EV XZ+ DT,External Leads-Web,07 Closed Lost,AB7_3009550
1824,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1825,UDUPI,Nexon,Nexon (P) XZ+ (S) New,Cold Calling,06 Sale Closed,AB7_3009550
1826,ALBADI,Tiago,Tiago (P) XE New,Cold Calling,06 Sale Closed,AB7_3009550
1827,KADUR,Altroz,Altroz XZ+ 1.2 P,Showroom Walk-in,02a Pink Form,AB7_3009550
1828,UDUPI,Punch,Punch Creative AMT,External Leads-Web,07 Closed Lost,AB7_3009550
1829,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1830,YEDTHARE,Punch,Punch Adventure Rhythm,Call to Dealer,02a Pink Form,AB7_3009550
1831,UDUPI,Tiago,Tiago (P) XZA+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1832,KUNDAPURA,Punch,Punch Creative AMT,External Leads-Web,07 Closed Lost,AB7_3009550
1833,UDUPI,Tiago,Tiago (P) XE New,External Leads-Chat,07 Closed Lost,AB7_3009550
1834,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1835,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1836,NANDICOOR,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1837,UDUPI,Punch,Punch Creative,External Leads-Chat,07 Closed Lost,AB7_3009550
1838,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1839,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1840,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1841,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1842,KONAJE,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1843,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1844,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1845,UDUPI,Punch,Punch Creative AMT,External Leads-Web,07 Closed Lost,AB7_3009550
1846,,Safari 2.0,Safari XZ+ 6S Adventure,Referral,07 Closed Lost,AB7_3009550
1847,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1848,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1849,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Web,07 Closed Lost,AB7_3009550
1850,UDUPI,Altroz,Altroz XZ 1.2 P,Cold Calling,07 Closed Lost,AB7_3009550
1851,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Web,07 Closed Lost,AB7_3009550
1852,UDUPI,Altroz,Altroz XT 1.2 P Luxe,External Leads-Web,07 Closed Lost,AB7_3009550
1853,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1854,BENGALURU EAST,Nexon,Nexon (D) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1855,UDUPI,Safari 2.0,Safari XZA+ 6S,Cold Calling,07 Closed Lost,AB7_3009550
1856,KONAJE,Nexon,Nexon (D) XM (S),External Leads-Web,07 Closed Lost,AB7_3009550
1857,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1858,UDUPI,Altroz,Altroz XZ(O) 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
1859,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1860,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1861,KUNDAPURA,Nexon,Nexon (D) XZA+ (S) New,Cold Calling,06 Sale Closed,AB7_3009550
1862,UPPUNDA,Nexon,Nexon (P) XZ+ (O) New,Cold Calling,02a Pink Form,AB7_3009550
1863,UDUPI,Tiago,Tiago (P) XT New,External Leads-Chat,07 Closed Lost,AB7_3009550
1864,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1865,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1866,UDUPI,Altroz,Altroz XZ(O) 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
1867,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1868,UDUPI,Safari 2.0,Safari XZ+ 6S Adventure,Cold Calling,07 Closed Lost,AB7_3009550
1869,UDUPI,Altroz,Altroz XT TC 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1870,KUNDAPURA,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1871,UDYAVARA,Punch,Punch Accomplish AMT,Referral,02a Pink Form,AB7_3009550
1872,UDUPI,Nexon,Nexon (P) XZ+ DT (O) New,Cold Calling,06 Sale Closed,AB7_3009550
1873,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1874,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1875,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1876,PANGALA,Altroz,Altroz XM+ 1.2 P,Referral,02a Pink Form,AB7_3009550
1877,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Web,07 Closed Lost,AB7_3009550
1878,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1879,UDUPI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1880,INNANJE,Altroz,Altroz XT 1.2 P,Referral,06 Sale Closed,AB7_3009550
1881,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1882,,Punch,Punch Adventure Rhythm,Showroom Walk-in,06 Sale Closed,AB7_3009550
1883,UDUPI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1884,UDUPI,Harrier,Harrier XT+ Dark Edition,Referral,06 Sale Closed,AB7_3009550
1885,UDUPI,Altroz,Altroz XZ+ 1.5 D,Cold Calling,02a Pink Form,AB7_3009550
1886,UDUPI,Nexon,Nexon (P) XE New,Referral,06 Sale Closed,AB7_3009550
1887,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1888,UDUPI,Tigor,Tigor (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1889,UDUPI,Nexon,Nexon (P) XZ+ (S) New,Referral,06 Sale Closed,AB7_3009550
1890,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1891,UDUPI,Altroz,Altroz XZ(O) 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1892,MANGALORE,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1893,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1894,UDUPI,Harrier,Harrier XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1895,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1896,UDUPI,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1897,KUNDAPURA,Nexon,Nexon (P) XZ+ New,Digital Lead-Dealer,06 Sale Closed,AB7_3009550
1898,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1899,UDUPI,Nexon,Nexon (P) XZ+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1900,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1901,UDUPI,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1902,UDUPI,Nexon,Nexon (P) XZA+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1903,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1904,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Web,07 Closed Lost,AB7_3009550
1905,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Web,07 Closed Lost,AB7_3009550
1906,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1907,BELENJE,Tiago,Tiago (P) XZ+ New,Cold Calling,06 Sale Closed,AB7_3009550
1908,KUNDAPURA,Altroz,Altroz XZ 1.2 P,Referral,06 Sale Closed,AB7_3009550
1909,HOSOOR,Nexon,Nexon (P) XM New,Referral,06 Sale Closed,AB7_3009550
1910,KIRIMANJESHWAR,Nexon,Nexon (P) XZA+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1911,KUNDAPURA,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1912,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1913,AROOR,Nexon,Nexon (D) XMA New,Showroom Walk-in,07 Closed Lost,AB7_3009550
1914,UDUPI,Nexon,Nexon (P) XZ+ (S) New,External Leads-Web,07 Closed Lost,AB7_3009550
1915,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1916,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1917,UDUPI,Harrier,Harrier XZ+ New,External Leads-Web,07 Closed Lost,AB7_3009550
1918,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
1919,KATTABELTHOOR,Tigor,Tigor (P) XZA+ New,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
1920,KUNDAPURA,Altroz,Altroz XM 1.2 P,External Leads-Tollfree,07 Closed Lost,AB7_3009550
1921,UDUPI,Nexon,Nexon (P) XZA+ New,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1922,KUKKEHALLI,Nexon,Nexon (P) XZ+ New,Referral,06 Sale Closed,AB7_3009550
1923,CHITPADY,Altroz,Altroz XZ(O) 1.5 D,Referral,07 Closed Lost,AB7_3009550
1924,KUNDAPURA,Nexon,Nexon (P) XZ+ (L),Referral,02 Open Green Form,AB7_3009550
1925,ACHADA,Nexon,Nexon (P) XZA+ DT New,Showroom Walk-in,02 Open Green Form,AB7_3009550
1926,UDUPI,Nexon,Nexon (P) XM (S),Sarpanch-TGM_PV,07 Closed Lost,AB7_3009550
1927,UDUPI,Nexon,Nexon (D) XZ+ (S) New,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1928,UDUPI,Nexon,Nexon (D) XZ+ DT (S) New,Subscription Lead,07 Closed Lost,AB7_3009550
1929,KUNDAPURA,Punch,Punch Creative,Referral,07 Closed Lost,AB7_3009550
1930,UDUPI,Nexon,Nexon (P) XMA (S),External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1931,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1932,,Tiago,Tiago (P) XTA New,Showroom Walk-in,07 Closed Lost,AB7_3009550
1933,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1934,KURKALU,Altroz,Altroz XE 1.5 D Rhytm,Referral,06 Sale Closed,AB7_3009550
1935,UDUPI,Punch,Punch Creative AMT,Showroom Walk-in,06 Sale Closed,AB7_3009550
1936,UDUPI,Safari 2.0,Safari XZA+,Showroom Walk-in,07 Closed Lost,AB7_3009550
1937,UDUPI,Nexon,Nexon (D) XZ+ New,Referral,06 Sale Closed,AB7_3009550
1938,UDUPI,Nexon,Nexon (P) XZ+ New,Referral,06 Sale Closed,AB7_3009550
1939,UDUPI,Nexon,Nexon (D) XMA New,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1940,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1941,UDUPI,Nexon,Nexon (D) XM New,Showroom Walk-in,07 Closed Lost,AB7_3009550
1942,UDUPI,Tiago,Tiago (P) XZ+ DT New,Call to Dealer,06 Sale Closed,AB7_3009550
1943,UDYAVARA,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1944,KONI,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1945,BYNDOOR,Tiago,Tiago (P) XZ+ New,Referral,06 Sale Closed,AB7_3009550
1946,UDUPI,Harrier,Harrier XM New,Call to Dealer,02 Open Green Form,AB7_3009550
1947,THEKKATTE,Harrier,Harrier XZS,Cold Calling,06 Sale Closed,AB7_3009550
1948,KUTHPADY (OG),Nexon,Nexon (P) XZ+ New,Call to Dealer,02 Open Green Form,AB7_3009550
1949,CHOKKADI,Nexon,Nexon (P) XZA+ P,Referral,02 Open Green Form,AB7_3009550
1950,TENKANIDYOOR,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,03 Open Yellow / Booked,AB7_3009550
1951,YEDTHARE,Nexon,Nexon (P) XZ+ (O) Dark,Showroom Walk-in,02 Open Green Form,AB7_3009550
1952,BASRUR,Punch,Punch Accomplish AMT,Referral,03 Open Yellow / Booked,AB7_3009550
1953,UDUPI,Safari 2.0,Safari XZA+ Gold,Showroom Walk-in,02 Open Green Form,AB7_3009550
1954,KUNDAPURA,Safari 2.0,Safari XZA+ Gold 6S,Referral,02 Open Green Form,AB7_3009550
1955,UDUPI,Nexon,Nexon (P) XMA (S),External Leads-Dealer Website,02a Pink Form,AB7_3009550
1956,UDUPI,Altroz,Altroz XE 1.2 P Rhytm,Referral,06 Sale Closed,AB7_3009550
1957,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1958,UDUPI,Nexon,Nexon (P) XZA+ DT (O) New,External Leads-Chat,06 Sale Closed,AB7_3009550
1959,MAVALLI,Punch,Punch Accomplish,Referral,02a Pink Form,AB7_3009550
1960,ALEVOOR,Nexon,Nexon (D) XM (S),Call to Dealer,02a Pink Form,AB7_3009550
1961,MACHATTU,Nexon,Nexon (D) XZA+ (O) New,Showroom Walk-in,06 Sale Closed,AB7_3009550
1962,UDUPI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1963,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1964,SANDUR,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1965,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1966,UDUPI,Altroz,Altroz XZ 1.2 P,Cold Calling,06 Sale Closed,AB7_3009550
1967,UDUPI,Tiago,Tiago (P) XZ+ DT New,External Leads-Web,07 Closed Lost,AB7_3009550
1968,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
1969,HUBLI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1970,KUNDAPURA,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1971,UDUPI,Tiago,Tiago (P) XT New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
1972,KUNDAPURA,Nexon,Nexon (D) XM New,Showroom Walk-in,02 Open Green Form,AB7_3009550
1973,UDUPI,Punch,Punch Adventure,Referral,02 Open Green Form,AB7_3009550
1974,UDUPI,Safari 2.0,Safari XZA+,Digital Lead-Dealer,07 Closed Lost,AB7_3009550
1975,UDUPI,Altroz,Altroz XZ+ TC 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
1976,MANGALORE,Nexon,Nexon (P) XZ+ (O) New,Digital Lead-Dealer,07 Closed Lost,AB7_3009550
1977,UDUPI,Altroz,Altroz XZ+ TC 1.2 P,Cold Calling,07 Closed Lost,AB7_3009550
1978,MYSORE,Nexon,Nexon (P) XZ+ (O) New,Digital Lead-Dealer,07 Closed Lost,AB7_3009550
1979,UDUPI,Tiago,Tiago (P) XZA+ New,Call to Dealer,06 Sale Closed,AB7_3009550
1980,BHATKAL,Harrier,Harrier XTA+,Cold Calling,06 Sale Closed,AB7_3009550
1981,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
1982,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1983,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
